date,open,high,low,close,volume,dayofweek,date,month,SMA3,SMA4,SMA5,SMA8,SMA9,SMA10,SMA20,SMA60,SMA120,STOCHD3,STOCHD4,STOCHD5,STOCHD8,STOCHD9,STOCHD10,STOCHD20,STOCHD60,STOCHD120,RSI7,RSI14,RSI30,WILLIAMS6,WILLIAMS7,WILLIAMS8,WILLIAMS9,WILLIAMS10,CCI15,OBV
2003-11-02 22:00:00,1.15762,1.16177,1.14264,1.14544,1341625.1094,6,2,11,1.1553666666666667,1.158005,1.15976,1.1661825000000001,1.1676966666666668,1.167568,1.1689945,1.1380376666666667,1.1456980833333332,13.573046345067004,19.06299162122202,22.819543964078157,40.967247902609984,45.46958242625683,44.98483827329261,55.007036543485434,57.08486246821074,50.69099630881303,23.1982048713124,39.89320027404972,48.46595808622675,-92.1458625525949,-93.46099953292872,-93.46099953292872,-93.46099953292872,-93.46099953292872,-208.84642529837717,-18192998.627699994
2003-11-03 22:00:00,1.14557,1.15118,1.14244,1.14907,1352150.7073,0,3,11,1.1510066666666667,1.1537925,1.1562180000000002,1.16246,1.1642811111111113,1.165834,1.167668,1.1383888333333334,1.1455313333333335,11.011962451545207,14.032643894086245,18.332680605206413,33.0736103766269,38.127713306891536,42.463767837745536,51.23728027758297,56.75301071595092,50.06738118244174,30.498097703951544,42.62950049823097,49.53029278721071,-79.86026731470194,-81.50627615062731,-84.58856345885604,-84.58856345885604,-84.58856345885604,-187.31585875862967,-16840847.920399994
2003-11-04 22:00:00,1.14905,1.14962,1.14118,1.14352,1341841.8282,1,4,11,1.14601,1.149135,1.1517380000000002,1.1581912499999998,1.1603555555555556,1.1622050000000002,1.165813,1.1385824999999998,1.1452076666666666,9.078329951247904,9.58011005004103,12.283025684374696,24.573749934644688,29.985937317615967,34.84339726075523,46.7626088678055,56.09533480481153,49.296850564901526,26.07694973009488,39.65694203699633,47.963524685810555,-93.15389116442358,-93.15389116442358,-93.69442198868227,-94.7154471544715,-94.7154471544715,-164.2204880682654,-18182689.748599995
2003-11-05 22:00:00,1.14375,1.14614,1.13873,1.14127,1343307.4941999998,2,5,11,1.14462,1.144825,1.147562,1.1540825,1.156311111111111,1.158447,1.1641629999999998,1.1388458333333333,1.1448299166666667,8.710489935367725,8.167617568293618,8.751184123918978,17.528648703311745,22.44727554406536,27.530891627797445,43.27982378128938,55.685553659414005,48.521012274333806,24.403723299590183,38.48531489645643,47.335561547664966,-93.06579306579309,-93.06579306579309,-93.06579306579309,-93.57937310414565,-94.56451958056925,-146.8163196929775,-19525997.242799994
2003-11-06 22:00:00,1.14149,1.15414,1.13769,1.15269,1365805.5898000002,3,6,11,1.1458266666666665,1.1466375,1.146398,1.15232125,1.1539277777777777,1.1559490000000001,1.1628335,1.1392851666666668,1.1445808333333332,14.040164601682344,14.38298258654775,12.814186162652458,16.722987103884886,19.069961129620197,23.342594043667606,40.55784938284858,55.67292910265103,48.08576133509781,45.2181688502296,47.03800618537959,50.72302007073195,-46.08195542775009,-60.180514998672805,-60.180514998672805,-60.180514998672805,-63.05418719211844,-86.91258895652383,-18160191.652999993
2003-11-09 22:00:00,1.15024,1.15337,1.14617,1.14777,1342233.502,6,9,11,1.1472433333333332,1.1463125,1.146864,1.1500525000000001,1.1518155555555556,1.1533120000000001,1.161722,1.1398483333333334,1.144344,19.3123501474858,15.805400821996479,15.726607965825973,14.91902235804136,17.209445146001993,19.273075964952064,38.31640196062137,55.93731032462426,47.675849740772335,39.72109644502072,44.18759176498025,49.30947657467772,-58.139534883721275,-63.767074047448304,-73.2413060791083,-73.2413060791083,-73.2413060791083,-69.7558494662295,-19502425.154999994
2003-11-10 22:00:00,1.14782,1.15294,1.14416,1.1519,1338507.4045,0,10,11,1.1507866666666666,1.1484075,1.1474300000000002,1.14877125,1.1502577777777778,1.151824,1.160715,1.1404863333333333,1.1440429166666668,27.41609099155656,21.920938348525112,18.593661247925787,15.75052419928307,16.566542423997102,18.463170926566097,36.2883970524215,56.061721645795345,47.16213969244712,46.134135159322206,47.086251656980885,50.50719396631214,-13.617021276595986,-40.98837209302365,-48.92163910855552,-62.277674542076234,-62.277674542076234,-58.37141822594589,-18163917.750499994
2003-11-11 22:00:00,1.15194,1.16589,1.15015,1.16258,1345581.6115,1,11,11,1.1540833333333333,1.153735,1.1512419999999999,1.14928,1.1503055555555557,1.1514900000000001,1.1606895,1.1413368333333334,1.143926,34.317214430255866,33.58802595771385,27.957516850057242,20.877821763003737,19.78978049449448,20.120271267215962,36.33834293979205,56.65159353071454,47.00434636228325,59.22253906047893,53.77236936642568,53.449554455008794,-11.737588652482787,-11.737588652482787,-11.737588652482787,-11.737588652482787,-33.92620122113102,2.0795442387934604,-16818336.138999995
2003-11-12 22:00:00,1.16312,1.17364,1.16238,1.17298,1364546.8085000005,2,12,11,1.1624866666666664,1.1588075,1.157584,1.1527224999999999,1.1519133333333333,1.1525729999999998,1.161417,1.1426871666666665,1.14389575,56.257238691279404,47.46820638919428,44.25465721937299,30.925594487871013,28.215972930004376,26.502920671645978,38.629049124536415,57.986587669759636,47.13669762720123,68.04390170468578,59.18130019585068,56.0798409234209,-1.8358831710712276,-1.8358831710712276,-1.8358831710712276,-1.8358831710712276,-1.8358831710712276,70.92389380531037,-15453789.330499994
2003-11-13 22:00:00,1.17309,1.18006,1.17254,1.17732,1356885.6154,3,13,11,1.17096,1.1661949999999999,1.16251,1.1562537499999999,1.1554555555555555,1.1544539999999999,1.1618920000000001,1.1441873333333332,1.1438888333333332,77.51939112569737,65.57621908218378,56.68119716233481,40.690809952090135,37.881990684207224,34.74769166249363,41.059595517885086,59.43784655536385,47.30127696865883,71.08887613472368,61.22047007305672,57.12565939795769,-6.466839745103105,-6.466839745103105,-6.466839745103105,-6.466839745103105,-6.466839745103105,118.78703984080835,-14096903.715099994
