#{"t_start": 1630122772.3747501, "env_id": "ForexEnv-v0"}
r,l,t
224.241577,400,294.391197
440.521874,400,295.703366
960.171224,400,296.96802
843.105104,400,298.23719
561.022399,400,302.940524
639.203852,400,304.15836
608.253406,400,305.471289
169.6611,400,306.970139
529.961196,400,308.996089
531.850979,400,310.652805
463.572572,400,316.674973
591.37976,400,318.099171
1067.751679,400,319.407799
564.823931,400,320.889401
972.039602,400,322.170017
828.008259,400,323.550288
692.421511,400,328.191119
152.760399,400,329.47874
78.662048,400,330.757216
185.137152,400,331.997764
497.229206,400,333.454998
1133.228741,400,334.97607
379.466049,400,336.558185
803.790771,400,342.690906
-71.202701,400,345.122757
414.308104,400,346.804501
1249.363642,400,348.3721
462.430369,400,349.795923
763.518828,400,351.235914
1038.398958,400,356.525234
618.995651,400,357.86099
-113.41467,400,359.219989
1016.596208,400,360.554196
-268.731115,400,361.791525
506.836184,400,363.156306
1254.414995,400,367.90528
467.610312,400,369.285424
1067.959724,400,370.505488
40.22685,400,371.81731
-61.313387,400,373.10492
117.328538,400,374.438922
376.534241,400,379.151541
147.405155,400,380.447653
662.831822,400,381.75832
886.670742,400,383.060333
866.701351,400,384.441595
519.646099,400,385.673416
508.797091,400,386.987976
505.903259,400,391.753691
835.056796,400,393.025126
611.981471,400,394.324231
574.297255,400,395.570621
679.811852,400,396.915815
789.102813,400,398.188112
745.123216,400,402.913409
465.537784,400,404.160715
-8.34597,400,405.44073
-153.567386,400,406.76483
35.466651,400,408.718035
427.401797,400,410.311389
454.402763,400,414.754475
847.073898,400,415.731556
797.531813,400,416.653379
252.504893,400,417.644937
1127.494366,400,418.610481
859.093791,400,419.501242
-106.46705,400,423.152783
1033.411978,400,424.185715
279.228759,400,425.124861
582.522937,400,425.985693
-13.019149,400,426.915529
493.588579,400,427.802968
0.569318,400,428.835822
680.28385,400,432.328098
15.936139,400,433.190156
948.829701,400,434.107478
395.673554,400,434.991314
683.721014,400,435.916055
641.872745,400,436.806084
646.061112,400,440.072565
218.358796,400,440.968109
56.383379,400,441.80891
893.281784,400,442.759648
355.612726,400,443.892837
695.099935,400,445.072539
802.630004,400,448.509145
152.206901,400,449.403419
523.630713,400,450.323419
722.833478,400,451.234969
1032.656448,400,452.106796
108.721442,400,452.979664
-2.108337,400,456.09161
633.079532,400,456.961758
371.887988,400,457.852414
649.827562,400,458.676595
1025.203573,400,459.645788
551.065584,400,460.499949
915.386909,400,461.369581
660.674479,400,464.58601
331.494092,400,465.449773
219.521056,400,466.422118
332.760808,400,467.547068
562.713828,400,468.579508
226.236199,400,469.473706
-74.293275,400,472.715188
1111.860736,400,473.715355
211.677726,400,474.617227
915.032211,400,475.645515
1318.990725,400,476.479774
960.678797,400,477.343046
406.756481,400,480.966217
194.976773,400,481.97312
691.447551,400,482.950724
239.043495,400,483.972564
882.327748,400,485.175088
1050.176648,400,486.135376
561.159743,400,489.888392
896.592265,400,490.894669
46.760442,400,491.943305
749.115599,400,492.806698
287.84149,400,493.713796
410.528983,400,494.623171
490.16104,400,495.489385
729.148341,400,498.909479
959.709678,400,499.738367
191.968146,400,500.652367
340.921472,400,501.492574
1003.998468,400,502.509425
516.584526,400,503.541891
808.790663,400,507.035098
-54.983632,400,507.93115
539.709022,400,508.804896
922.461402,400,509.717317
989.795757,400,510.705505
21.226785,400,511.730634
547.353316,400,514.872593
622.74914,400,515.788838
264.513438,400,516.723559
33.377796,400,518.201899
302.610222,400,519.67144
733.826651,400,521.036673
742.296319,400,526.570894
866.134481,400,528.021971
608.857078,400,529.448426
1146.507104,400,530.781269
882.537389,400,532.305432
723.356355,400,533.936406
507.428852,400,534.914567
618.513316,400,538.840866
660.247905,400,539.817059
669.720789,400,540.778689
470.388501,400,541.702244
524.715761,400,542.676125
126.527715,400,543.594106
1136.760951,400,547.102722
411.291694,400,548.208179
629.691362,400,549.278205
271.881764,400,550.286263
775.960944,400,551.279329
929.078325,400,552.214541
735.439615,400,555.382873
333.603113,400,556.232457
492.890297,400,557.103753
-67.069337,400,557.952198
614.436792,400,558.855357
157.053836,400,559.677795
1327.946298,400,562.784941
414.642002,400,563.623734
255.561797,400,564.564274
651.90111,400,565.437466
878.367323,400,566.260231
259.347095,400,567.115677
173.670653,400,567.951237
229.996116,400,571.24674
504.970049,400,572.065191
1108.021723,400,573.014354
797.269671,400,573.905089
626.448191,400,574.764658
145.046964,400,575.6312
394.780764,400,578.699399
1009.049171,400,579.573617
604.662166,400,580.488883
62.997034,400,581.448414
874.472336,400,582.271529
551.05503,400,583.182898
822.576054,400,586.314767
399.327381,400,587.158535
695.527497,400,588.023852
1360.892864,400,588.853325
807.420538,400,589.741325
358.111803,400,590.55048
991.944653,400,593.72367
628.239874,400,594.605912
1275.659975,400,595.460568
811.309633,400,596.310101
552.675908,400,597.162678
1021.554258,400,598.061268
754.560389,400,598.902086
-154.549438,400,602.1031
371.409401,400,602.958399
891.228123,400,603.884757
-9.137694,400,604.742088
670.203429,400,605.632916
456.150694,400,606.521491
912.167746,400,609.815286
-52.609596,400,610.850792
642.544232,400,611.706238
351.842059,400,612.635226
565.257647,400,613.592229
447.48052,400,614.527939
478.05362,400,618.015996
396.266154,400,618.962259
425.905148,400,619.929311
733.44695,400,620.796987
445.003346,400,621.763758
987.255722,400,622.665738
1145.611577,400,626.090677
1435.103784,400,627.063508
512.33457,400,627.961982
622.580362,400,628.898702
1021.248895,400,629.778225
711.628645,400,630.69291
117.409346,400,631.532377
560.440419,400,634.779419
586.666968,400,635.733901
1033.43071,400,636.623478
-291.469576,400,637.518173
455.841886,400,638.397807
832.954876,400,639.329935
548.50963,400,642.496089
940.739936,400,643.477112
419.05283,400,644.51696
1104.896975,400,645.76344
883.439133,400,646.847259
527.923634,400,647.762781
551.709764,400,651.680534
436.207774,400,652.623862
242.895754,400,653.762148
440.389708,400,654.813503
351.878642,400,655.871779
740.108774,400,656.870283
299.017461,400,660.249372
-85.703321,400,661.204371
906.349824,400,662.113616
74.662177,400,663.182657
160.824195,400,664.203987
564.497168,400,665.16942
311.954514,400,666.051624
975.535443,400,669.460615
569.47471,400,670.470016
1346.024889,400,671.467742
29.964594,400,672.576337
770.148753,400,673.544073
534.334359,400,674.639915
804.590545,400,677.946829
129.327689,400,678.911884
175.857286,400,679.828245
160.315011,400,680.670298
379.589648,400,681.545627
60.598701,400,682.461133
747.424928,400,685.62033
716.894563,400,686.435338
486.000408,400,687.30957
1045.66922,400,688.101944
989.374132,400,689.014434
610.069746,400,689.904104
-75.744529,400,693.375025
809.09457,400,694.257207
1200.237572,400,695.13714
726.159096,400,696.05714
756.855889,400,696.900629
327.49769,400,697.802578
923.477024,400,698.73516
367.063411,400,702.035877
1021.322549,400,702.929898
751.261393,400,703.785241
718.000278,400,704.917576
659.299896,400,705.888798
772.381832,400,706.914403
706.975662,400,710.016172
820.805211,400,711.003342
461.130636,400,711.983229
1069.408666,400,712.8883
987.032191,400,713.953155
548.953497,400,714.855311
717.464278,400,718.175436
802.432101,400,719.013094
742.186804,400,719.897679
914.839654,400,720.853682
564.713536,400,721.695415
518.217403,400,722.594672
941.53107,400,725.918904
766.0475,400,726.917269
72.615506,400,727.795368
523.867795,400,728.7174
452.032328,400,729.809805
-29.753475,400,730.743326
774.51137,400,731.69006
759.555383,400,735.107595
134.788079,400,735.970011
344.041762,400,736.788803
3.671844,400,737.698096
345.940795,400,738.51586
57.130988,400,739.39298
590.726207,400,742.534135
367.501281,400,743.684
226.386637,400,744.730685
524.723993,400,745.804997
652.352604,400,746.737174
978.780668,400,747.611295
1036.697636,400,751.053877
1032.163569,400,751.921317
2.278487,400,752.891172
242.350866,400,753.835214
496.183332,400,754.757456
834.696004,400,755.661186
519.83418,400,759.074025
133.546352,400,760.062387
1062.964218,400,760.899634
859.447794,400,761.822346
1361.749943,400,762.692001
854.2524,400,763.587246
748.030517,400,764.797531
776.864628,400,768.265139
1060.601924,400,769.176938
573.512481,400,770.317084
241.022024,400,771.518456
957.088469,400,772.484392
86.810863,400,773.507076
1361.667355,400,777.009514
793.012537,400,777.862166
680.064962,400,778.824564
304.483006,400,779.777174
750.909054,400,780.689203
983.297581,400,781.511372
561.301818,400,785.17357
987.453156,400,786.055078
706.921483,400,787.002994
483.741354,400,788.162191
244.487522,400,789.117101
-67.922654,400,790.011577
460.325216,400,793.813453
1351.61296,400,794.976684
196.697588,400,795.817407
1140.911172,400,796.716209
569.871034,400,797.629551
597.087905,400,798.470577
470.305032,400,799.417761
253.387554,400,802.736588
357.208978,400,803.631381
544.959988,400,804.511222
983.614487,400,805.438025
543.49676,400,806.309177
741.026047,400,807.207139
518.624414,400,811.016945
217.569676,400,812.057607
746.079947,400,813.141257
830.909735,400,814.02172
801.643212,400,815.055014
1149.049712,400,816.033148
533.723552,400,819.462929
302.703809,400,820.347832
511.183789,400,821.203394
1279.2041,400,822.100628
247.343831,400,822.965737
523.122184,400,823.908802
1289.821083,400,827.042542
840.750401,400,827.927505
529.528486,400,828.843727
609.984871,400,829.698364
1339.686249,400,830.562818
672.187541,400,831.385496
295.827167,400,832.269608
183.992754,400,835.803148
-16.941982,400,836.996304
1049.636639,400,838.018945
253.762973,400,839.027374
414.496934,400,839.895155
173.451814,400,840.810173
75.260642,400,844.217431
629.088416,400,845.062484
432.925903,400,845.972424
129.977645,400,846.836319
844.52964,400,847.784429
391.216936,400,848.730409
468.762838,400,852.177235
49.687583,400,853.433618
556.806098,400,854.286844
285.686042,400,855.448295
1074.118353,400,856.29686
650.274987,400,857.267199
-166.272083,400,860.58934
1302.50149,400,861.498384
34.197784,400,862.480585
-174.937092,400,863.402356
919.701239,400,864.331663
657.000079,400,865.250084
-72.471445,400,866.379165
384.457945,400,870.056143
553.878737,400,871.001345
744.019165,400,871.896212
238.351871,400,872.814407
896.35584,400,873.89121
382.869584,400,874.833553
333.478762,400,878.085529
675.866179,400,879.041972
442.276171,400,879.999122
-27.324385,400,880.95141
1287.066759,400,881.844208
603.475633,400,882.728218
604.347974,400,886.630138
680.165234,400,887.674116
326.051787,400,888.748612
896.374006,400,889.692566
1264.783355,400,890.683443
920.59339,400,891.961056
1005.361961,400,895.262671
796.467921,400,896.192477
997.454542,400,897.058024
708.584597,400,898.019356
622.971655,400,898.906674
310.151657,400,899.733619
621.249919,400,900.85702
-178.017601,400,904.549206
854.902085,400,905.802306
882.646726,400,906.857124
280.330608,400,907.940398
977.01292,400,909.090109
-533.528232,400,909.94522
1279.388267,400,913.482747
370.896514,400,914.361238
1092.876909,400,915.264115
465.575508,400,916.292069
1073.643372,400,917.204236
1098.460094,400,918.084472
230.428968,400,921.296916
418.434556,400,922.177916
1047.727103,400,923.211679
542.588725,400,924.416609
474.132509,400,925.458083
826.091913,400,926.593814
872.086795,400,930.246078
633.169369,400,931.303768
1055.72205,400,932.316569
859.056567,400,933.227135
347.68778,400,934.21625
506.718483,400,935.127878
140.366137,400,936.063356
354.21795,400,939.414596
598.809025,400,940.39598
1078.608353,400,941.555726
868.513852,400,942.565974
681.169325,400,943.514559
654.474682,400,944.423967
795.521997,400,947.753026
213.099357,400,948.613976
957.419298,400,949.545036
892.178452,400,950.422112
10.543587,400,951.242335
974.178244,400,952.250268
476.986905,400,955.783744
553.994546,400,956.685672
634.10755,400,957.556756
491.953371,400,958.526435
242.072512,400,959.44061
-52.889361,400,960.600013
23.854716,400,963.883891
45.558451,400,964.745821
1323.269891,400,965.676463
1010.67041,400,966.849872
169.368004,400,967.76469
598.207064,400,968.636517
731.128122,400,969.563789
402.710443,400,972.996711
194.212821,400,973.920744
1053.675766,400,974.96061
440.623168,400,976.004888
855.33583,400,976.974601
186.528015,400,977.971436
449.822374,400,981.687313
628.789524,400,982.770375
170.070275,400,983.787827
883.617887,400,984.759277
319.394832,400,985.651837
1013.324299,400,986.538682
471.873901,400,989.835671
940.480432,400,990.803874
656.393731,400,991.979344
731.797331,400,992.93857
1377.819039,400,993.822925
-21.776754,400,994.73123
266.281263,400,998.013068
1143.894535,400,998.899231
550.301274,400,999.867771
743.878425,400,1000.79485
730.103048,400,1001.763865
48.348895,400,1002.689243
450.477567,400,1003.610256
741.522243,400,1006.995076
792.982456,400,1007.884164
-153.779317,400,1008.782412
132.389665,400,1009.650252
963.421819,400,1010.55653
885.140936,400,1011.415001
619.001544,400,1014.953241
361.45785,400,1015.89331
446.63177,400,1016.767005
-84.811178,400,1017.673397
601.7705,400,1018.498198
517.745144,400,1019.409408
530.339312,400,1022.490632
114.967236,400,1023.479203
766.058814,400,1024.389978
375.766842,400,1025.243711
1068.681302,400,1026.114051
834.29966,400,1026.967824
802.572062,400,1030.15177
617.363078,400,1031.114933
-391.045032,400,1032.291476
367.936801,400,1033.151241
-9.513565,400,1034.296084
639.397913,400,1035.277193
406.266153,400,1036.143306
345.86161,400,1039.364387
544.527813,400,1040.222039
794.793991,400,1041.123884
1264.500575,400,1041.977766
893.901905,400,1042.904971
947.456628,400,1043.851935
744.784048,400,1047.372528
180.580797,400,1048.329989
942.081702,400,1049.152149
607.009501,400,1050.025582
555.035599,400,1050.843423
41.024464,400,1051.804713
299.690201,400,1055.387017
552.81271,400,1056.281225
637.354619,400,1057.181672
761.598983,400,1058.118934
725.170318,400,1059.129212
473.98814,400,1060.29371
1270.011139,400,1063.950864
833.175304,400,1064.854064
667.832011,400,1065.846709
272.671888,400,1066.84117
99.563377,400,1067.728006
628.128646,400,1068.744477
455.697815,400,1069.76324
284.915416,400,1073.238812
195.619359,400,1074.257356
341.049247,400,1075.178171
408.780174,400,1076.018736
351.761614,400,1076.912762
-144.296372,400,1077.77044
641.729,400,1080.808763
633.970569,400,1081.672767
468.768459,400,1082.507337
372.170543,400,1083.422837
830.081798,400,1084.242514
293.706992,400,1085.335471
731.405468,400,1088.6797
385.530173,400,1089.827502
950.005938,400,1090.677558
592.209993,400,1091.524138
970.770058,400,1092.441751
16.146382,400,1093.280091
632.276535,400,1096.517304
657.126344,400,1097.383137
771.033756,400,1098.297311
708.762107,400,1099.170744
709.399155,400,1100.032934
415.733837,400,1101.057575
443.255875,400,1101.907437
324.40555,400,1105.097204
485.167877,400,1105.96399
985.314244,400,1106.863772
508.342187,400,1107.777993
530.88753,400,1108.645926
727.093404,400,1109.537776
619.654282,400,1112.59546
551.783672,400,1113.555286
763.096989,400,1114.675039
237.87755,400,1115.731951
-185.52484,400,1116.876218
769.637145,400,1117.923917
1113.233781,400,1121.349726
315.418528,400,1122.286529
802.453575,400,1123.207966
735.821054,400,1124.110278
350.652467,400,1125.048057
449.864965,400,1126.142045
599.731033,400,1129.316753
450.609528,400,1130.214319
717.043896,400,1131.182641
753.321285,400,1132.22414
934.867157,400,1133.246716
782.781057,400,1134.22473
564.723217,400,1135.061299
565.284466,400,1138.510987
765.786097,400,1139.329771
-80.236593,400,1140.246819
619.995155,400,1141.13432
1206.836206,400,1142.017793
671.72849,400,1142.950145
40.698409,400,1146.164113
964.176016,400,1147.105243
901.681603,400,1147.988364
-38.61973,400,1148.932088
558.976247,400,1149.855283
543.734378,400,1150.770628
62.935842,400,1154.144261
1314.552088,400,1155.021757
688.653526,400,1155.948359
796.00193,400,1156.820076
1007.284616,400,1157.772223
430.079802,400,1158.78675
1383.083511,400,1162.327672
835.863298,400,1163.188892
760.23549,400,1164.115975
12.780968,400,1164.988186
369.837967,400,1165.826297
576.985499,400,1166.723944
437.433001,400,1167.564915
268.674344,400,1170.707152
794.865548,400,1171.571896
213.738661,400,1172.45717
677.534649,400,1173.329266
1157.915508,400,1174.187351
841.270587,400,1175.084204
18.145658,400,1178.196088
643.457155,400,1179.210557
267.183877,400,1180.185985
157.075341,400,1181.088127
925.470405,400,1181.960997
883.526754,400,1182.826937
395.160786,400,1186.048979
532.319622,400,1187.129124
334.358483,400,1188.032903
773.209169,400,1189.02017
884.943389,400,1189.948787
10.684308,400,1190.849526
529.707696,400,1194.041528
1008.790524,400,1194.923148
1348.062889,400,1195.920283
556.836367,400,1196.765679
214.608321,400,1197.590594
1058.301612,400,1198.539775
-219.647383,400,1199.567003
256.754603,400,1202.910703
531.664478,400,1203.791627
-29.380679,400,1204.727104
534.053191,400,1205.594055
588.841335,400,1206.386637
674.277625,400,1207.273846
202.832706,400,1210.694095
400.339697,400,1211.531017
607.843733,400,1212.384598
442.317435,400,1213.351469
934.601554,400,1214.27236
294.965674,400,1215.079037
579.635401,400,1218.192332
532.883343,400,1219.031645
760.558403,400,1219.88205
664.851622,400,1220.686243
266.847136,400,1221.612571
163.206428,400,1222.462116
1024.588864,400,1225.464822
878.52639,400,1226.321001
663.373161,400,1227.14855
1006.981523,400,1228.018743
706.727266,400,1228.965633
995.429185,400,1229.875604
1232.023959,400,1230.741103
611.602621,400,1233.836826
859.737931,400,1234.712833
644.696268,400,1235.529798
446.154015,400,1236.391026
359.472976,400,1237.194196
1051.235351,400,1238.158519
451.077817,400,1241.22925
-190.810024,400,1242.091663
285.741992,400,1243.036128
191.90423,400,1244.01244
839.730094,400,1244.925786
1104.427121,400,1245.76615
490.611114,400,1248.883212
188.910632,400,1249.728523
638.484396,400,1250.597529
496.176974,400,1251.448983
920.423406,400,1252.544942
805.648173,400,1253.384206
703.283476,400,1256.467847
1044.739735,400,1257.317996
630.302211,400,1258.108438
-44.159592,400,1259.055769
614.294931,400,1260.029721
426.9511,400,1260.867429
872.260695,400,1261.693843
707.699279,400,1264.657001
86.939671,400,1265.560813
1131.820039,400,1266.378527
524.849442,400,1267.257531
490.360013,400,1268.163695
1282.808918,400,1269.122678
265.268403,400,1272.340418
523.943986,400,1273.279853
1208.120163,400,1274.447827
354.557294,400,1275.262795
139.388691,400,1276.37905
398.74981,400,1277.202532
205.949991,400,1280.277528
382.69676,400,1281.088173
506.43208,400,1281.967515
943.592202,400,1282.826007
598.992973,400,1283.848829
-368.979121,400,1284.692089
89.318872,400,1287.726669
651.765564,400,1288.567029
33.883912,400,1289.372398
516.522692,400,1290.227743
723.138884,400,1291.070894
727.086233,400,1291.96134
796.962111,400,1292.829219
528.327141,400,1295.94462
1218.755433,400,1296.7999
1063.523917,400,1297.602227
540.504515,400,1298.433897
266.436508,400,1299.256402
44.384379,400,1300.102314
646.244851,400,1303.181352
494.372971,400,1304.12536
343.781595,400,1304.986961
324.149529,400,1305.824157
141.449837,400,1306.67969
432.404298,400,1307.504023
644.855976,400,1310.567101
805.300491,400,1311.389296
581.930789,400,1312.445013
861.47911,400,1313.283076
47.585516,400,1314.137112
161.247296,400,1315.096409
278.351787,400,1318.574287
566.195611,400,1319.516681
507.585309,400,1320.33165
549.149098,400,1321.199266
474.579547,400,1322.166707
386.761995,400,1322.981158
772.207802,400,1323.823788
1508.044772,400,1327.228603
403.676239,400,1328.211177
829.875017,400,1329.003096
-94.357653,400,1329.972954
1182.877391,400,1330.878607
181.870493,400,1331.730126
-69.065561,400,1334.826282
387.221813,400,1335.681023
229.035867,400,1336.654154
669.93059,400,1337.530147
708.202497,400,1338.47397
365.111129,400,1339.383117
-219.172697,400,1342.513062
1012.489569,400,1343.593575
712.244656,400,1344.406518
203.363798,400,1345.256679
715.126129,400,1346.086682
821.488806,400,1346.962235
1297.56074,400,1349.983859
591.94478,400,1350.865322
725.521316,400,1351.744446
409.243186,400,1352.558793
879.017628,400,1353.395024
570.473743,400,1354.232586
1005.120992,400,1355.185328
933.8714,400,1358.14059
256.001649,400,1358.971674
737.820614,400,1359.769024
344.212213,400,1360.603546
420.618697,400,1361.457738
477.662573,400,1362.292464
970.396601,400,1365.376487
394.074529,400,1366.194181
304.399199,400,1367.047032
200.100412,400,1367.900052
111.970907,400,1368.795823
1364.53249,400,1369.682323
486.994346,400,1373.240203
412.124071,400,1374.189457
719.580659,400,1375.050719
902.609942,400,1376.000851
569.585404,400,1377.146925
527.578686,400,1378.052068
473.06214,400,1381.646601
919.979524,400,1382.572328
-220.070348,400,1383.430088
800.869376,400,1384.370888
156.613773,400,1385.264677
399.514925,400,1386.203252
726.293514,400,1387.12601
229.881268,400,1390.159578
102.668386,400,1391.006391
282.120595,400,1391.902022
695.532674,400,1392.761163
416.204959,400,1393.596437
706.151874,400,1394.645392
289.48306,400,1397.743485
457.220449,400,1398.578758
787.201788,400,1399.522362
568.478957,400,1400.322476
469.870242,400,1401.153122
50.277455,400,1402.056924
757.179281,400,1405.268367
399.417041,400,1406.133604
1164.46834,400,1406.947603
436.822784,400,1407.809603
710.728779,400,1408.636297
426.45396,400,1409.541016
534.931029,400,1412.71216
678.870017,400,1413.613764
597.201534,400,1414.468927
500.825829,400,1415.327486
960.328398,400,1416.21616
248.021247,400,1417.060457
816.861931,400,1418.057643
327.344167,400,1421.259756
120.029811,400,1422.159077
1066.071574,400,1423.106381
135.932875,400,1423.922648
243.439209,400,1424.849917
846.884979,400,1425.691325
954.198485,400,1428.796572
234.082566,400,1429.694099
720.754633,400,1430.613031
-221.005943,400,1431.481413
100.802115,400,1432.318052
675.193363,400,1433.241861
617.117132,400,1436.610009
798.318745,400,1437.536501
562.084843,400,1438.344997
907.329318,400,1439.200065
630.398382,400,1440.262036
984.52552,400,1441.381519
673.668704,400,1444.452065
285.630449,400,1445.276065
496.790917,400,1446.291262
588.809491,400,1447.098365
194.832614,400,1447.954506
447.58832,400,1448.847431
423.585605,400,1449.697817
452.396303,400,1452.9759
372.846225,400,1453.7999
975.418214,400,1454.681834
179.048495,400,1455.591175
585.931286,400,1456.464067
774.505862,400,1457.340246
-68.42681,400,1460.570594
640.878219,400,1461.48216
1253.964272,400,1462.340446
483.72857,400,1463.307108
531.366972,400,1464.279484
137.326377,400,1465.259601
275.036286,400,1468.721084
995.226094,400,1469.622308
852.018839,400,1470.447973
459.498365,400,1471.304055
1155.133372,400,1472.206257
857.62939,400,1473.080385
354.568363,400,1476.262626
626.807252,400,1477.141691
97.472678,400,1478.01069
242.016534,400,1478.858249
288.730536,400,1479.805189
216.6902,400,1480.662657
65.508505,400,1481.542511
517.53715,400,1484.621033
30.981592,400,1485.570891
743.512324,400,1486.401739
154.056359,400,1487.225372
413.848173,400,1488.121588
572.956227,400,1489.049409
405.803257,400,1492.168583
-425.50308,400,1493.157856
587.560085,400,1493.961468
585.732031,400,1494.805
695.572726,400,1495.632627
201.287508,400,1496.488792
970.230477,400,1499.581998
263.415464,400,1500.443967
670.439782,400,1501.440055
594.410667,400,1502.303853
1631.441382,400,1503.161978
970.194781,400,1503.986379
30.159442,400,1507.313332
757.679773,400,1508.215395
821.887892,400,1509.168275
1253.000006,400,1510.048453
138.239472,400,1510.935074
879.926473,400,1511.762246
979.598465,400,1512.605346
347.415395,400,1516.086778
781.552461,400,1516.970031
1049.176131,400,1517.859712
564.775273,400,1518.668789
649.529079,400,1519.539306
890.262275,400,1520.362944
287.460065,400,1523.38295
847.455501,400,1524.250477
422.949524,400,1525.063766
708.007616,400,1525.948466
790.199826,400,1527.142767
303.368391,400,1528.339303
252.700187,400,1531.822702
388.69959,400,1532.78072
420.287147,400,1533.783762
212.688309,400,1534.738406
408.170753,400,1535.851231
454.4786,400,1536.707141
695.615963,400,1539.928682
438.917327,400,1540.738565
-88.640193,400,1541.694125
322.975413,400,1542.67278
737.103926,400,1543.976705
250.557959,400,1544.985853
811.081102,400,1545.9355
920.650816,400,1549.125815
667.752408,400,1550.077684
134.62446,400,1550.962968
-424.647891,400,1551.792903
597.134162,400,1552.650024
357.277502,400,1553.527025
1439.374623,400,1556.655859
656.632862,400,1557.556458
988.104156,400,1558.544809
442.214394,400,1559.388561
376.259777,400,1560.24975
199.263413,400,1561.281443
132.206016,400,1564.367061
901.514885,400,1565.253716
487.230327,400,1566.109758
617.67292,400,1566.913613
334.438994,400,1567.774514
50.14322,400,1568.574996
1480.466649,400,1571.638401
1267.867394,400,1572.504541
748.307926,400,1573.38264
564.249693,400,1574.226602
572.526698,400,1575.09788
854.192436,400,1575.942193
568.608074,400,1576.764192
428.531662,400,1579.948573
291.626122,400,1580.844691
44.238593,400,1581.730714
307.732949,400,1582.681934
534.914822,400,1583.53615
316.957987,400,1584.372054
