#{"t_start": 1630122772.3156927, "env_id": "ForexEnv-v0"}
r,l,t
-175.233967,400,714.012213
9.199287,400,714.914368
-86.329505,400,718.234493
-15.063177,400,719.072152
304.638908,400,719.956736
-391.822719,400,720.912739
539.717835,400,721.753468
-159.491241,400,722.653729
-235.9345,400,725.976961
61.579205,400,726.976327
-479.029636,400,727.854426
351.713587,400,728.776458
334.03279,400,729.867862
-14.573491,400,730.802383
-28.127342,400,731.749118
-402.865295,400,735.166652
-105.716386,400,736.028069
-221.797215,400,736.847861
257.242252,400,737.757154
-117.684589,400,738.574918
-293.125602,400,739.452038
-270.18903,400,742.593192
-367.545272,400,743.743058
-795.937733,400,744.789742
-57.314951,400,745.864054
-489.711581,400,746.795232
-342.027746,400,747.669353
-525.122528,400,751.112343
-245.758519,400,751.979403
-640.801582,400,752.95023
-946.597946,400,753.894272
-111.90116,400,754.815512
-140.428103,400,755.720243
-320.907346,400,759.133083
-238.716041,400,760.121445
-440.61054,400,760.958692
-328.171069,400,761.881404
-702.293768,400,762.751058
126.376122,400,763.646304
-199.482425,400,764.856588
-99.891918,400,768.324197
-483.521114,400,769.235996
198.557139,400,770.376142
247.763588,400,771.577513
102.652688,400,772.543449
0.21588,400,773.565135
311.884902,400,777.068571
-154.911121,400,777.921224
12.854003,400,778.883372
212.092705,400,779.836231
-381.402438,400,780.748261
-34.823206,400,781.570429
158.679238,400,785.231629
378.519887,400,786.113135
-513.764342,400,787.062051
219.492642,400,788.221248
-246.096594,400,789.176158
-252.225275,400,790.070635
-134.767226,400,793.872511
-536.790422,400,795.035741
-647.629763,400,795.876464
-286.709715,400,796.774269
-184.031252,400,797.688608
-130.753482,400,798.529635
548.027781,400,799.476818
132.927088,400,802.795646
-63.939842,400,803.690439
52.882066,400,804.57028
-296.269756,400,805.497082
-326.008477,400,806.367234
-37.309685,400,807.266197
176.482551,400,811.076002
-108.649631,400,812.116664
127.486919,400,813.200315
165.67848,400,814.079777
-152.181222,400,815.114072
-273.796664,400,816.092206
167.000679,400,819.521987
54.317935,400,820.40689
736.118197,400,821.262451
-311.449203,400,822.159686
-111.842499,400,823.024794
260.11805,400,823.96786
92.181288,400,827.101599
307.828731,400,827.985561
-30.631032,400,828.902784
802.657593,400,829.757421
-246.850065,400,830.621876
42.216353,400,831.444554
-162.081039,400,832.328665
14.273,400,835.862205
88.871502,400,837.055361
-1030.756085,400,838.078003
352.628084,400,839.086432
-376.101166,400,839.954213
-39.820307,400,840.869231
-567.825639,400,844.276488
-80.478543,400,845.121542
-1018.950594,400,846.030481
209.14799,400,846.894377
-159.70436,400,847.843486
53.184649,400,848.789467
-237.431645,400,852.235262
-325.47006,400,853.491675
53.999399,400,854.345901
400.652207,400,855.507352
-223.668632,400,856.355917
-373.498162,400,857.325256
-84.96277,400,860.648398
201.06706,400,861.557442
107.846022,400,862.539642
-593.470743,400,863.460414
-133.681549,400,864.390721
-192.975367,400,865.308141
-809.496856,400,866.438223
-345.025554,400,870.115201
-623.982845,400,871.060402
192.009599,400,871.955269
-28.05644,400,872.873465
-141.225845,400,873.950267
-207.771082,400,874.892611
-269.516488,400,878.143587
-126.393611,400,879.10103
372.572285,400,880.057178
-639.374,400,881.010467
-352.592816,400,881.903265
-687.535481,400,882.787276
-611.903945,400,886.689195
-585.157035,400,887.733174
153.844978,400,888.80767
33.951206,400,889.750622
-450.785834,400,890.742501
1.909258,400,892.020113
45.349181,400,895.320729
-383.407338,400,896.251534
-868.054051,400,897.117081
-76.918861,400,898.078413
-19.056098,400,898.965731
-235.884383,400,899.792677
176.172423,400,900.916078
-317.336765,400,904.608263
92.422787,400,905.861364
-474.678085,400,906.916181
787.516356,400,907.999455
-50.04416,400,909.149167
-481.798685,400,910.004277
54.364561,400,913.541804
-448.288418,400,914.419297
-53.574506,400,915.323173
108.150497,400,916.351127
-442.710668,400,917.263293
33.790586,400,918.14353
-230.612418,400,921.354972
-125.673289,400,922.236974
-451.49523,400,923.270736
163.547211,400,924.474667
1.325079,400,925.517141
81.518981,400,926.652872
64.191266,400,930.305135
-859.235676,400,931.362247
416.061158,400,932.375627
-571.142595,400,933.286193
-297.455949,400,934.275307
-397.226642,400,935.186936
-715.297759,400,936.122414
-160.976081,400,939.473654
-423.872132,400,940.455038
-259.747089,400,941.613783
25.392238,400,942.624031
-23.075755,400,943.572668
-177.636844,400,944.483025
-513.605866,400,947.812084
-38.382393,400,948.673034
-419.64416,400,949.604094
-108.431666,400,950.48117
143.967238,400,951.301393
-125.969301,400,952.309325
-168.163474,400,955.842801
-153.271159,400,956.74473
-12.281792,400,957.615814
-302.055827,400,958.585492
68.60713,400,959.499668
-480.550984,400,960.658071
-198.518814,400,963.942948
-802.17757,400,964.804879
84.937455,400,965.735521
-635.186839,400,966.908929
-331.059551,400,967.822749
-185.033534,400,968.695575
-632.784804,400,969.621835
-950.253185,400,973.054769
-420.36127,400,973.979801
-349.849543,400,975.019668
-5.439107,400,976.063946
-37.598524,400,977.033658
82.341678,400,978.030493
-78.44877,400,981.74537
54.188418,400,982.82843
-158.769215,400,983.846884
-115.264607,400,984.818334
-153.53037,400,985.710894
-899.245637,400,986.596739
3.400175,400,989.894728
-645.983538,400,990.862931
-547.436437,400,992.038401
-398.771321,400,992.997627
-179.018966,400,993.880982
-62.367223,400,994.789288
311.300792,400,998.071119
394.100289,400,998.958288
-266.720175,400,999.926829
-331.720003,400,1000.852905
175.917266,400,1001.822923
180.377423,400,1002.7483
414.779378,400,1003.669314
-521.421223,400,1007.054133
-593.570669,400,1007.943221
297.746178,400,1008.841469
727.275149,400,1009.70931
-150.108404,400,1010.615587
124.502088,400,1011.474059
-390.373668,400,1015.012298
-104.371349,400,1015.951368
640.384715,400,1016.826063
-435.120573,400,1017.732455
130.541881,400,1018.557256
-195.857705,400,1019.467463
-337.031903,400,1022.549689
-215.988591,400,1023.53826
81.200774,400,1024.449035
-399.662216,400,1025.30177
279.463185,400,1026.173108
-195.944855,400,1027.026882
-244.831157,400,1030.210827
-127.209411,400,1031.173991
-393.950343,400,1032.350534
-219.047621,400,1033.210299
-142.394499,400,1034.355141
-293.148757,400,1035.33625
-283.960175,400,1036.202363
86.18686,400,1039.422444
-887.59064,400,1040.281096
-651.151475,400,1041.182942
71.71785,400,1042.035823
231.758851,400,1042.963029
-136.868151,400,1043.910993
-309.66974,400,1047.431585
38.888647,400,1048.389047
85.97835,400,1049.211206
-183.832436,400,1050.084639
-6.299921,400,1050.902481
-349.338277,400,1051.862766
-377.360059,400,1055.446075
-133.536374,400,1056.339282
-90.965863,400,1057.240729
-608.069216,400,1058.176991
259.308669,400,1059.187269
-417.452714,400,1060.352768
9.763216,400,1064.009921
205.355136,400,1064.913122
-314.149425,400,1065.905766
135.405907,400,1066.900227
74.38668,400,1067.786063
-97.643323,400,1068.803534
-317.290308,400,1069.822297
-1075.022528,400,1073.29787
-189.07669,400,1074.316414
23.828399,400,1075.237228
251.942935,400,1076.077793
-108.060599,400,1076.971819
143.08031,400,1077.829498
119.03446,400,1080.86682
194.009558,400,1081.731824
-240.748962,400,1082.565428
-172.316118,400,1083.480891
84.269349,400,1084.300571
-246.376525,400,1085.394529
-933.080701,400,1088.738758
-566.619193,400,1089.886559
68.257271,400,1090.736616
-935.843767,400,1091.583196
27.051295,400,1092.500808
-701.629022,400,1093.339148
-552.974757,400,1096.576361
-353.517116,400,1097.442194
-113.456767,400,1098.356368
-150.65689,400,1099.228801
-239.364163,400,1100.091991
48.358653,400,1101.116632
-409.55754,400,1101.966495
198.214574,400,1105.155262
-72.066713,400,1106.022049
-599.843934,400,1106.921822
-264.977985,400,1107.83605
245.459167,400,1108.703983
-254.285333,400,1109.596834
-60.088082,400,1112.65348
-312.376752,400,1113.614343
194.027767,400,1114.732098
-27.020195,400,1115.79001
-77.838969,400,1116.934275
25.519128,400,1117.982975
107.134855,400,1121.408784
143.110725,400,1122.345586
-7.093726,400,1123.267024
-287.30627,400,1124.169335
157.767664,400,1125.107114
244.805219,400,1126.201102
277.685378,400,1129.375811
-162.122806,400,1130.272939
185.00764,400,1131.241699
-109.722707,400,1132.283197
-342.298017,400,1133.305774
-360.479819,400,1134.282787
-8.788627,400,1135.120357
-546.86287,400,1138.569045
112.395606,400,1139.388829
113.543416,400,1140.305876
29.223991,400,1141.193377
-18.323099,400,1142.076851
473.028245,400,1143.009202
-335.363945,400,1146.223171
-200.337702,400,1147.164301
-352.02041,400,1148.047421
-333.567971,400,1148.991146
-395.402255,400,1149.913341
-702.239697,400,1150.829685
-570.394023,400,1154.202319
-146.317195,400,1155.080814
53.956277,400,1156.006417
-219.188199,400,1156.878133
-975.566372,400,1157.831281
91.7732,400,1158.845807
-381.327936,400,1162.385729
-301.102265,400,1163.24795
37.946633,400,1164.175032
-453.867047,400,1165.046244
-382.688063,400,1165.885354
40.188198,400,1166.783001
-165.305055,400,1167.622972
-276.953551,400,1170.76621
-253.46239,400,1171.630954
-327.827009,400,1172.515228
-465.899817,400,1173.388323
-142.129738,400,1174.246408
-119.968028,400,1175.142263
-231.789762,400,1178.255145
-187.751862,400,1179.269614
-226.298745,400,1180.245043
-365.937665,400,1181.147185
126.107053,400,1182.020055
-115.268772,400,1182.885995
132.141197,400,1186.107036
14.105515,400,1187.188182
-163.928728,400,1188.090961
536.26855,400,1189.079228
-322.176926,400,1190.006844
-390.751696,400,1190.908584
-170.457976,400,1194.100586
-330.064453,400,1194.981205
31.299896,400,1195.97834
-245.745741,400,1196.823736
382.482801,400,1197.649651
-449.107739,400,1198.598833
398.118171,400,1199.625061
226.250949,400,1202.968761
207.639423,400,1203.850685
-13.001056,400,1204.786162
-200.660637,400,1205.652113
-189.743908,400,1206.444695
-69.316666,400,1207.332904
-107.611748,400,1210.753152
135.93623,400,1211.590074
-148.281429,400,1212.443655
51.797021,400,1213.410526
-237.577468,400,1214.330412
535.805569,400,1215.137095
-393.245506,400,1218.251389
-685.703279,400,1219.089703
-64.478528,400,1219.941108
-404.077455,400,1220.745301
-237.856432,400,1221.671629
75.903044,400,1222.521173
-75.553632,400,1225.52332
-255.774057,400,1226.37906
-366.733707,400,1227.207608
-376.583122,400,1228.0778
-34.592235,400,1229.024691
-205.52031,400,1229.93365
236.620392,400,1230.80016
-270.22752,400,1233.895883
-473.672836,400,1234.77189
-559.600989,400,1235.588856
-139.468601,400,1236.449084
-152.679693,400,1237.253253
-336.566662,400,1238.217577
-129.899912,400,1241.287338
-481.149303,400,1242.15072
-189.099819,400,1243.094184
-632.774771,400,1244.071497
-75.716534,400,1244.983842
-226.963002,400,1245.825208
119.381,400,1248.942269
-56.916873,400,1249.786583
-169.159568,400,1250.656587
-392.308328,400,1251.50804
526.556917,400,1252.602962
-267.903187,400,1253.443264
-533.356132,400,1256.526905
-646.048661,400,1257.377053
255.999749,400,1258.167496
-223.386255,400,1259.114826
-183.465354,400,1260.088778
-549.23971,400,1260.926486
686.51297,400,1261.751893
13.517116,400,1264.716058
-837.623869,400,1265.618871
-326.944077,400,1266.437585
282.091659,400,1267.316589
-452.053996,400,1268.222752
-107.881071,400,1269.181735
-620.977134,400,1272.399476
-347.57076,400,1273.338911
215.927829,400,1274.505884
-291.92444,400,1275.321853
-201.865369,400,1276.438107
344.331651,400,1277.260591
78.650806,400,1280.336586
-5.081574,400,1281.14723
699.135072,400,1282.026572
-160.695682,400,1282.884065
-240.817755,400,1283.907886
447.776559,400,1284.751147
264.701972,400,1287.785727
-408.895077,400,1288.626086
57.690238,400,1289.431455
-44.35541,400,1290.285803
-253.971279,400,1291.129952
-517.430184,400,1292.020397
-780.273664,400,1292.887276
-427.190244,400,1296.003677
-54.826768,400,1296.858957
273.20453,400,1297.661284
-222.560882,400,1298.491913
-358.551866,400,1299.314459
-96.75638,400,1300.161371
22.701569,400,1303.239409
120.670966,400,1304.184417
-228.504872,400,1305.045018
-573.415592,400,1305.883214
299.541269,400,1306.738747
-838.568348,400,1307.562269
663.923205,400,1310.626158
-129.571438,400,1311.447353
-91.007621,400,1312.504071
-279.951581,400,1313.342133
-290.199402,400,1314.196169
5.434976,400,1315.154465
-240.806007,400,1318.633176
-434.042657,400,1319.575739
-143.120967,400,1320.390707
102.040887,400,1321.257323
7.665804,400,1322.224764
157.693973,400,1323.040215
148.496948,400,1323.881845
-87.095585,400,1327.286661
-289.789405,400,1328.270235
168.345759,400,1329.061115
160.231464,400,1330.032011
-688.361905,400,1330.937664
-344.560738,400,1331.788182
-67.636876,400,1334.885339
186.0317,400,1335.74008
63.06328,400,1336.713212
-440.786181,400,1337.588205
287.371564,400,1338.533028
-17.474142,400,1339.440973
-527.546988,400,1342.572119
325.026213,400,1343.652632
-479.84501,400,1344.465576
-539.722532,400,1345.315737
77.384615,400,1346.14574
-79.228356,400,1347.021293
-393.726117,400,1350.042916
-176.285376,400,1350.92438
-759.363199,400,1351.803503
-7.541062,400,1352.616851
-93.036115,400,1353.454081
-76.726482,400,1354.291644
-156.555687,400,1355.244385
-584.404922,400,1358.199647
352.144104,400,1359.030731
192.007087,400,1359.828082
490.365478,400,1360.661561
-710.520251,400,1361.516796
-569.579461,400,1362.351522
-692.26588,400,1365.435545
-294.298384,400,1366.253238
-73.335701,400,1367.10609
-613.200863,400,1367.95911
63.080244,400,1368.854881
447.945453,400,1369.740381
-554.685359,400,1373.299261
80.939786,400,1374.248515
-259.037455,400,1375.108775
-196.556819,400,1376.059909
-626.510868,400,1377.205982
-186.392161,400,1378.111126
10.809506,400,1381.705659
-28.514458,400,1382.630383
-17.990718,400,1383.489145
-176.765872,400,1384.428943
334.504428,400,1385.322735
57.574123,400,1386.262309
-433.35602,400,1387.185068
-478.754041,400,1390.218635
-284.963094,400,1391.064449
-85.847921,400,1391.961079
-318.15333,400,1392.820221
-303.122018,400,1393.655494
-379.770584,400,1394.704449
216.917597,400,1397.802543
138.105887,400,1398.637815
-271.886813,400,1399.580421
220.667788,400,1400.381534
-210.199118,400,1401.212179
93.702114,400,1402.115981
-237.07778,400,1405.326423
93.692886,400,1406.19166
48.938518,400,1407.006661
-11.525571,400,1407.868661
10.659425,400,1408.695354
-114.19126,400,1409.599072
-90.705662,400,1412.771218
16.29365,400,1413.672822
-531.542319,400,1414.527985
531.147474,400,1415.385544
466.124285,400,1416.275218
-669.185113,400,1417.119515
264.828139,400,1418.116701
-143.830964,400,1421.317815
169.617136,400,1422.218134
122.88089,400,1423.165439
58.119862,400,1423.981706
-219.493191,400,1424.908974
-140.460574,400,1425.749382
-259.915112,400,1428.85563
82.985199,400,1429.753157
723.163767,400,1430.672088
188.352161,400,1431.540471
87.368151,400,1432.377109
-357.275668,400,1433.300919
-154.832263,400,1436.669066
-314.06675,400,1437.595559
-32.869188,400,1438.404054
-274.910195,400,1439.258121
-265.555213,400,1440.320093
294.009455,400,1441.439572
-284.439692,400,1444.511122
-171.845015,400,1445.335122
-38.149898,400,1446.35032
-98.588768,400,1447.157423
295.068226,400,1448.012578
-278.03092,400,1448.906489
18.017986,400,1449.756874
-180.92299,400,1453.034957
248.956233,400,1453.857957
-352.176791,400,1454.740891
744.274677,400,1455.650233
172.299003,400,1456.522124
345.746039,400,1457.399304
-421.179091,400,1460.629652
477.393524,400,1461.541218
1.499607,400,1462.399503
-621.098834,400,1463.366165
-376.553526,400,1464.338541
-617.974928,400,1465.317658
-81.556385,400,1468.780141
-44.640096,400,1469.681365
-108.236789,400,1470.506032
510.09238,400,1471.363112
-261.468802,400,1472.265314
-67.3704,400,1473.139443
290.022676,400,1476.321683
-135.447815,400,1477.199749
-596.360611,400,1478.069748
227.58472,400,1478.917306
-439.383278,400,1479.864246
-374.808339,400,1480.721715
-197.312733,400,1481.601569
64.730885,400,1484.680091
-209.349477,400,1485.629948
119.502184,400,1486.459796
-334.48561,400,1487.28443
28.176238,400,1488.180646
89.951116,400,1489.108467
-519.703602,400,1492.22764
-445.857156,400,1493.216913
-105.613358,400,1494.020525
-364.536083,400,1494.864057
-322.045003,400,1495.691684
650.409937,400,1496.546849
129.876165,400,1499.641056
31.349499,400,1500.503024
-149.83225,400,1501.499112
-293.304898,400,1502.361902
-758.457057,400,1503.221035
-353.06019,400,1504.045436
-246.385198,400,1507.372389
-227.853323,400,1508.274453
-187.853944,400,1509.227333
204.781853,400,1510.10751
35.896667,400,1510.994131
-122.45732,400,1511.820303
99.545589,400,1512.664404
-382.457166,400,1516.144835
-127.712874,400,1517.028102
-437.104586,400,1517.91877
355.75966,400,1518.727846
-76.832502,400,1519.598364
-329.049172,400,1520.422001
-923.224979,400,1523.441007
-135.118495,400,1524.309534
-644.616391,400,1525.121823
317.197133,400,1526.006523
-249.133339,400,1527.201824
138.508237,400,1528.39836
184.831557,400,1531.880759
